name,address,phone,category,area,lat,lng,place_id,url
IQ HOME TUTORS INDORE,"1494/11,1st Floor, Sarthak Bhawan, ITI Main Road, Nanda Nagar, Indore, Madhya Pradesh 452011",,private tutor,,,,,
Charvik home tutor,"197, near Raddison square, RamKrishna Bagh, Nyay Nagar NX A B Sector, Indore, Madhya Pradesh 452016",,private tutor,,,,,
Newton Educators Home Tutor Indore,"610, Incuspaze Princes' Business Skyline, Vijay Nagar IN, AB Rd, Indore, Madhya Pradesh 452010",,private tutor,,,,,
TeachDoor Home Tuition & Coaching,"LIG Rd, behind Christian eminent college, near tejas nurshing home, LIG Colony, Indore, Madhya Pradesh 452010",,private tutor,,,,,
Genius classes and home tutors,"75, Anand Bazar Rd, Bima Nagar, Old Palasia, Indore, Madhya Pradesh 452018",,private tutor,,,,,
Vaidehi Tutor,"79/2, Nehru Nagar Main Rd, near patnipura square, Nehru Nagar, Indore, Madhya Pradesh 452011",,private tutor,,,,,
VEERENDRA VISHNUSHREE HOME TUITION INDORE,"Rau, Indore, Madhya Pradesh 453331",,private tutor,,,,,
Bharat Home Tutor,"Heera panna Apartment, Silicon City, PARASPAR NAGAR, rajendra Nagar, bijalpur, Indore, Madhya Pradesh 452012",,private tutor,,,,,
HK Home Tutors,"105, Kanadia Rd, near Hanuman Mandir, near Sabzi Mandi, Mahavir Nagar, Sector A, Sanvid Nagar, Indore, Madhya Pradesh 452018",,private tutor,,,,,
PCM home tution,"Omaxe Hills, plash 2, Indore, Machala, Madhya Pradesh 452020",,private tutor,,,,,
V.S. Home Tutors,"BM-118, Bapat Square, near Bharat Mata Mandir, Sector ALBH, Sukhliya, Indore, Madhya Pradesh 452010",,private tutor,,,,,
Alpha 1+ Private Home Tutor in Indore,"3 rd Floor Gandhi Tower, RNT Marg, Madhumilan Square, Indore, Madhya Pradesh 452001",,private tutor,,,,,
Ria Tutors,"4th Floor, Plot no. 34. Scheme No.53, Ratnalok colony, Indore, Madhya Pradesh 452010",,private tutor,,,,,
Book A Home Tutor - private tutoring,"86, behind Anand hospital, Veer Savarkar Nagar, Khatiwala Tank, Indore, Madhya Pradesh 452014",,private tutor,,,,,
Home tutor in indore,"520, Gulab Bagh, Gulab Bagh Colony, Indore, Madhya Pradesh 452010",,private tutor,,,,,
GRAVITY HOME TUTIONS,"Guru Kripa, 21 A, Bangoli Square, behind BSNL Office, in front of Gyanaytan School, Kailashpuri, Indore, Madhya Pradesh 452016",,private tutor,,,,,
Excellence Home Tutors,"INFRONT OF SHITALA MATA MANDIR 43, 43, near TOWER SQUARE, Sahid Bagat Singh Colony, Anand Nagar, Indore, Madhya Pradesh 452001",,private tutor,,,,,
Yourshikshak,"Shyam Nagar Nx, Malvi Nagar, Vijay Nagar, Shyam Nagar Annex A, Sukhliya, Indore, Madhya Pradesh 452010",,private tutor,,,,,
House of Tutors - home tuition,"AB Rd, behind Amaltas hotel, Near Industry House, RK Puram, Indore, Madhya Pradesh 452011",,private tutor,,,,,
3D Home Tutors,"UG-41, Sunrise Tower, 579, Mahatma Gandhi Rd, Near Megapolise Square, Race Course Road, Indore, Madhya Pradesh 452003",,private tutor,,,,,
TUTOR HUB COACHING CLASSES & VEDIC MATHS CLASSES,"92, Silicon City Main Rd, Sector A, Rau, Indore, Madhya Pradesh 452012",,private tutor,,,,,
Udaan Home tutorial services indore,"C/o Radhe Shyam, Nagin nagar, sabji Mandi Road, Aerodrum Rd, Indore, Madhya Pradesh 452002",,private tutor,,,,,
MANISH HOME TUTOR,"410, The Mark, opp. Rafael Tower, Old Palasia, Indore, Madhya Pradesh 452018",,private tutor,,,,,
"Trinity High Classes: Home tuitions for classes 1st , 2nd , 3rd , 4th , 5th ,6th , 7th , 8th , 9th , 10th , 11th , 12th.","11, Square Infront Of, Water Tank, 1, near Sodani Diagnostic, Subhash Market, Subhash Nagar, Pardesipura, Indore, Madhya Pradesh 452011",,private tutor,,,,,
Udaan Home Tutor Indore,"Ground floor, Radhe Shyam Nivas, Aerodrum Rd, beside Bandhan Bank, Nagin Nagar, Indore, Madhya Pradesh 452002",,private tutor,,,,,
Home tutor,"14, Anil Nagar, Ward 35, Indore, Madhya Pradesh 452011",,private tutor,,,,,
Home tuition in Maths,"B 192, Prajapat Nagar, Indore, Madhya Pradesh 452009",,private tutor,,,,,
Mahadev home tutors,"366,emrald green colony, harnya khedi, mhow, Indore, Madhya Pradesh 453331",,private tutor,,,,,
Yukti Home Tutors,"215, Samar Park Colony, Nipania, Indore, Madhya Pradesh 452010",,private tutor,,,,,
Parag Bopche Academy – JEE & NEET Coaching,"Sceme No 54, 34, Sheetal Nagar, Malviya Nagar, Indore, Madhya Pradesh 452010",,private tutor,,,,,
Rohan home tuition,"PV4G+Q93, Parsi Mohalla, Chhawni, Indore, Madhya Pradesh 452001",,private tutor,,,,,
V home tutors,"40A, Venkatesh Nagar Extension, Indore, Madhya Pradesh 452005",,private tutor,,,,,
ms tutors,"201, AM 2nd, Sukhliya, Indore, Madhya Pradesh 452010",,private tutor,,,,,
Nirupama Home Tutors Indore (RIA),"NX 45 Shivshakti Nagar Behind Adarsh Shishu Vihar School, Kanadia Main Rd, Bicholi Mardana, Indore, Madhya Pradesh 452016",,private tutor,,,,,
Swastik Tutorial pcm pcb JEE MAIN NEET coaching class,"103/12, near, Astha Talkies Rd, behind Shani Mandir, New Gori Nagar, Nanda Nagar, Indore, Madhya Pradesh 452011",,private tutor,,,,,
Charvik home tutor,"BHAWARKUAN SQUARE, 313 A, Bholaram Ustad Marg, near IBUS STOP, Mangal Nagar, Indore, Madhya Pradesh 452001",,private tutor,,,,,
Eduupp | Personalized Online Learning,"The view building, 405, Yeshwant Niwas Rd, Nehru Park 2, Lad Colony, Indore, Madhya Pradesh 452001",,private tutor,,,,,
Home Tutor,"CM 57, near HDFC Bank, Sector CH, Sukhliya, Indore, Madhya Pradesh 452010",,private tutor,,,,,
DK Home Tutor,"Satyadev Nagar, Indore, Madhya Pradesh 450002",,private tutor,,,,,
My Teacher Home Tutor,"near Pragati nagar ZONE, Rajendra Nagar, Dhanwantri Nagar, Extension, Indore, Madhya Pradesh 452012",,private tutor,,,,,
Physics World,"LIG Rd, Opposite Press Complex, Choti Khajrani, Indore, Madhya Pradesh 452011",,private tutor,,,,,
Excellence Home Tutor,"near Ganesh mandir, Bholaram Ustad Market, Brahmapuri Colony, Shivampuri Colony, Indore, Madhya Pradesh 452001",,private tutor,,,,,
Pawan Home tutor,"Panni ki tanki, Vijay Nagar, Barfani Dham, Indore, Madhya Pradesh 452010",,private tutor,,,,,
GYANDA INSTITUTE,"BUSINESS ISLAND BUILDING, G-10, near Dwarka Palace, Garg Resort Colony, Nipania, Indore, Madhya Pradesh 452010",,private tutor,,,,,
Erica home tutor,"37, Nai Duniya, Pratap Nagar, Roop Ram Nagar, Indore, Madhya Pradesh 452007",,private tutor,,,,,
Home Tutor Shahi Sir (SHAHI TUTORIAL),,,private tutor,,,,,
SharpMind Education Academy,"Bombay Hospital Service Rd, near Mahalaxmi nagar, EB Sector, Scheme No 94 Sector EB, Indore, Madhya Pradesh 452010",,private tutor,,,,,
PACE | CA CS Coaching In Indore Since 2000,"In front, new, Railway Station Rd, Near Rajkumar Bridge, Vallabh Nagar, Indore, Madhya Pradesh 452003",,private tutor,,,,,
swastikk jee-main neet tutorial,"GH 41 Opposite Meghdoot garden, Scheme 54, Vijay Nagar, Indore, Madhya Pradesh 452010",,private tutor,,,,,
Coaching Class,"Badwali Chowki, 13, Netaji Subhash Marg, Juna Pitha, Indore, Madhya Pradesh 452002",,private tutor,,,,,
Omega Coaching Classes,"3122, service road, Gopur Square, D sector, Sudama Nagar, Indore, Madhya Pradesh 452009",,private tutor,,,,,
Online Coaching Class and Home tutor,"Gold Complex, Rajendra Nagar, Indore, Madhya Pradesh 452012",,private tutor,,,,,
Innovative Hut Indore,"54, Janki Nagar Ave, Panchvati, main, Janki Nagar, Indore, Madhya Pradesh 452001",,private tutor,,,,,
Patidar Tutorials,"6, Shanti vihar colony, Madhya Pradesh 452016",,private tutor,,,,,
Aman Dwivedi Home Tutor,"near Prathvi Raj Hotel Robot Chauraha, Vijay Nagar, Mahesh Bagh Colony, Indore, Madhya Pradesh 452011",,private tutor,,,,,
Sai Coaching Classes,"Ganesh ganj, T cafe, 32, Netaji Subhash Marg, near T2 cafe, Bada Ganpati, Malharganj, Indore, Madhya Pradesh 452002",,private tutor,,,,,
"Vidhigya: CLAT, IPMAT, CUET & Civil Judge Prep - Indore","2nd Floor, Tulsi Tower, 214, Gita Bhawan Rd, South Tukoganj, Indore, Madhya Pradesh 452001",,private tutor,,,,,
Dronacharya home tutor,"27, Prakash Nagar Rd, Anand Nagar, Navlakha, Indore, Madhya Pradesh 452001",,private tutor,,,,,
Vaishnavi Tutorials,,,private tutor,,,,,
SCI Academy [STUDY career institute],"43, RADHASWAMI NAGAR, Chitawad Rd, Navlakha, Indore, Madhya Pradesh 452001",,private tutor,,,,,
An OutFox Academy,"First Floor, Shekhar Tower, 37-FF, MR 10 Rd, opposite Meghdoot Garden, near British Institute of English Language, Vijay Nagar, Scheme 54 PU4, Indore, Madhya Pradesh 452010",,private tutor,,,,,
SSM Educational Academy,"1850-D, Sudama Nagar Main Rd, behind Lucky Bekery, Sector D, Sudama Nagar, Indore, Madhya Pradesh 452009",,private tutor,,,,,
Alive Institute,"30, Airport Rd, Palhar Nagar, Indore, Madhya Pradesh 452005",,private tutor,,,,,
"Physics Wallah Vidyapeeth Indore (MG Road) | IIT JEE, NEET & Foundation Classes","Platinum Plaza, 577- 1A, Mahatma Gandhi Rd, Race Course Road, Indore, Madhya Pradesh 452003",,private tutor,,,,,
Xpert coaching classes and home tutor,"st. Josheph school, 15, near Gaytri mata mandir, behind of, Shiv Shakti Nagar, Indore, Madhya Pradesh 452010",,private tutor,,,,,
"Anit Patel’s Physics Paathshala | Top Physics Coaching in Indore for IIT-JEE, NEET, 11th & 12th","Soni Mansion, Gita Bhawan Rd, above Bank of India, Ratlam Kothi, Indore, Madhya Pradesh 452010",,private tutor,,,,,
Balaji Tutorials,"Veda Business Park, 221, Bhawarkua Main Rd, Bhanwar Kuwa, Indore, Madhya Pradesh 452001",,private tutor,,,,,
Shree Shiv Balaji Tutorials,"Front of Ram Temple, 186/B, Sangam Nagar Rd, Vasundhara, Scheme No 51, Indore, Madhya Pradesh 452006",,private tutor,,,,,
"Physics Wallah Vidyapeeth Indore (Bhawarkuan) | IIT JEE, NEET & Foundation Classes","Block-7, Bhawarkua Main Rd, Indrapuri Colony, Bhanwar Kuwa, Indore, Madhya Pradesh 452001",,private tutor,,,,,
VIBGYOR Rise | School in Indore | CBSE,"Plot No 16, Scheme Number 78, Vijay Nagar, Part II, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",,school,,,,,
"Prestige Public School, Indore","QV6M+H69, Sector-D, Vijay Nagar, Scheme No 74C, Indore, Madhya Pradesh 452010",,school,,,,,
ILVA Hr. Sec. School,"31, Sapna Sangeeta Road, Behind Lotus, Sneh Nager, Navlakha, J-26, Loha Mandi, Panchshil Nagar, Indore, Madhya Pradesh 452001",,school,,,,,
"Annie Besant School, Indore","MRPM+85C, 48 - Precanco Colony, Annapurna Road, Annapurna Rd, Precanco Colony, Indore, Madhya Pradesh 452009",,school,,,,,
Daisy Dales School (CBSE),"19, Scheme Number 78, Vijay Nagar, Part II, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",,school,,,,,
"Pink Flower Higher Secondary School , Indore","Janta Quarters Main Rd, near Moti Baba Mandir, Janta Quarter, Indore, Madhya Pradesh 452010",,school,,,,,
New Green Field H.S. School,"46, Sapna Sangeeta Rd, behind Vikram Tower, Old Agarwal Nagar, Indore, Madhya Pradesh 452001",,school,,,,,
EuroWorld School - Manik Bagh Road ( Mrs. SHIKHA MADAM),"near SAMADHA ASHRAM, Nai Duniya, Prem Nagar, Indore, Madhya Pradesh 452007",,school,,,,,
"Orchids The International School, Aurobindo, CBSE School - Affiliation No.1031473","Indore - Ujjain Rd, near MR 10 Road, Bhawrasla, Indore, Madhya Pradesh 453555",,school,,,,,
G.D. Goenka Public School,"Khasra No. 304, Garden City, P.H. No. 73, By Pass Road, DLF Township, Indore, Madhya Pradesh 453771",,school,,,,,
World Peace School- Indore,"Gandhi Nagar, Opp to HP Petrol Pump, Indore 453115, 200/c, Siddharth Nagar, Gandhi Nagar, Indore, Madhya Pradesh 453112",,school,,,,,
Indore International school,"Kila Maidan Rd, Marimata Chouraha, Nanda Nagar, Vrindavan Colony, Indore, Madhya Pradesh 452015",,school,,,,,
Indore Convent School,"Banganga, Maharana Pratap Nagar, Indore, Madhya Pradesh 452015",,school,,,,,
Billabong High International School Indore,"Sanwer Road, near MIST College, behind Aurbindo Hospital, Limboda Gari, Indore, Madhya Pradesh 453112",,school,,,,,
Sarafa Vidya Niketan,"MOG Lines, Scheme 71, Indore, Madhya Pradesh 452002",,school,,,,,
Sardar Patel International School Best CBSE School Indore,"VILLAGE KHATRI KHEDI, Kanadia Main Rd, Indore, Madhya Pradesh 452016",,school,,,,,
"Delhi Public School, Rau Indore","Mumbai - Agra National Highway, Circle, behind Silicon Valley, near Rau, Indore, Madhya Pradesh 453331",,school,,,,,
Shri Vaishnav Academy (Rajmohalla) Indore,"177, Jawahar Marg, North Rajmohalla, Raj Mohalla, Indore, Madhya Pradesh 452002",,school,,,,,
Sanmati Higher Secondary School,"Doordarshan Kendra, Residency, White Church Colony, Residency Area, Indore, Madhya Pradesh 452001",,school,,,,,
Agarwal Public School,"Bicholi Mardana, 584, Greater Brajeshwari, Indore, Madhya Pradesh 452016",,school,,,,,
"Gurukul Public School,indore","1, Kushwah Nagar, Indore, Madhya Pradesh 452015",,school,,,,,
St. Raphael’s Higher Secondary School,"15, Old Sehore Road, Indore, Madhya Pradesh 452001",,school,,,,,
Sita Devi Higher Secondary School,"7 Patthar Mundla Road, Square, near Hanuman Mandir, Shriram Nagar, Palda, Indore, Madhya Pradesh 452001",,school,,,,,
Nutan Govt. Higher Secondary School,"PVG6+WWC, Jail Rd, DRP Line, Indore, Madhya Pradesh 452007",,school,,,,,
Shri Kasera Bazar Vidya Niketan,"Sector C, Gumasta Nagar, Scheme 71, Indore, Madhya Pradesh 452009",,school,,,,,
Shree Garima Vidya Mandir School,"32/15 Kila Maidan Road Kamla Nehru Colony, Nanda Nagar, Kamala Nehru Nagar, Indore, Madhya Pradesh 452015",,school,,,,,
The Daly College,"1, Residency Area, Indore, Madhya Pradesh 452001",,school,,,,,
Jagdale School,"8/1 Chhawni Rd Ushaganj, Murai Mohalla, Indore, Madhya Pradesh 452001",,school,,,,,
Milton Public Higher Secondary School,"Sector D, Slice 5, Aranya Nagar, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",,school,,,,,
Sri Chaitanya Techno School,"36/3, Khandwa Rd, near Small power house station, opp. Bilwali lake, Gram, Limbodi, Indore, Madhya Pradesh 452001",,school,,,,,
New Convent School,"60 Ahilya Paltan, Sadar Bazar, Indore, Madhya Pradesh 452006",,school,,,,,
Shridha School Indore,"D-32, behind Shopping Complex, Sector D, HIG Colony, Indore, Madhya Pradesh 452011",,school,,,,,
Alpine Academy,"Sch. 97, Part 4, Vigyan Nagar, Annapurna Road, Indore, Madhya Pradesh 452009",,school,,,,,
"Guru Harkrishan Public School (GHPS), Indore","Guru Harkrishan Public school, Khandwa Rd, Davv Takshila Parisar, Indore, Madhya Pradesh 452001",,school,,,,,
Anusuiya School,"opposite ITC, Soyabean Plant, Dakachya, Madhya Pradesh 453771",,school,,,,,
"MGM H.S. School, Indore","16, Near St. Mary's Orthodox Church, Khajrana, Indore, Madhya Pradesh 452016",,school,,,,,
Daily Mirror Public Hr. Sec. School,"30, behind Mayur Hospital, Gannayak Nagar, Bicholi Mardana, Indore, Madhya Pradesh 452016",,school,,,,,
Medi-Caps International School,"AB Road, near Medi-Caps University, Rau, Indore, Madhya Pradesh 453331",,school,,,,,
Government Sharada Kanya Higher Secondary School,"Aerodrum Rd, Bada Ganpati, Chouraha, Indore, Madhya Pradesh 452001",,school,,,,,
M. P Police Public Higher Secondary School,"15th Battalion, mahesh gaurd line, Kila Maidan Rd, near NEW GDC girls college, Indore, Madhya Pradesh 452006",,school,,,,,
D.C Memorial H.S School,"7/19 ,Opposite Sayaji hotel, 6/23, near DC memorial school, Vijay Nagar, Indore, Madhya Pradesh 452010",,school,,,,,
Brilliant Higher Secondary School,"578, Khatiwala Tank, Indore, Madhya Pradesh 452014",,school,,,,,
Laurels School International,"AB Road, Lasudia Mori, Talawali Chanda , PO Mangliya, Indore, Madhya Pradesh 453771",,school,,,,,
Tagore Vidhya Pith H.S. School,"249-B, Kanadia Main Rd, near Bengali Squre, Kailashpuri, Indore, Madhya Pradesh 452016",,school,,,,,
"Dream Excellence School, Service road Teen Imli Indore","Musakhedi, Indore, Madhya Pradesh 452001",,school,,,,,
Ammar Baugh E Nounehaal Hr Sec School (ABN School),"1/11, Chhatribagh, Indore, Madhya Pradesh 452007",,school,,,,,
Vedaant International School,"PVCC+5VW, Chota Bangarda, Near Airport Road, Indore, Madhya Pradesh, Indore, Madhya Pradesh 452003",,school,,,,,
Ideal International,"Nagar, Nigam Market, 116, Maharani Road, Nagar Nigam, Indore, Madhya Pradesh 452001",,school,,,,,
Advanced Academy,"ISKCON Vihar Colony, Nipania Rd, Indore, Madhya Pradesh 452010",,school,,,,,
Swami Vivekananda Government Model Higher Secondary School,"RSB Square Road, Near Janjeerwala Square, New Palasia, Indore, Madhya Pradesh 452003",,school,,,,,
Tilokchand Jain Higher Secondary School Indore,"Chhatripura, Mahu Naka, Biyabani, Indore, Madhya Pradesh 452002",,school,,,,,
The Niranjana School,"3, by 2, Manorama Ganj, Indore, Madhya Pradesh 452001",,school,,,,,
St Vincent Pallotti School Indore,,,school,,,,,
"Kids College (Junior Wing) Indore | CBSE School , Indore | Vindhyanchal Nagar | Airport Road | Dhar Road Indore","117, Airport Rd, Vindhyanchal Nagar, Indore, Madhya Pradesh 452006",,school,,,,,
Ascent Public School,"Juna Risala Street No. 2, opposite Police Line, Juna Risala, Indore, Madhya Pradesh 452006",,school,,,,,
Shri Vaishnav Higher Secondary School for boys,"177, South Rajmohalla, Raj Mohalla, Indore, Madhya Pradesh, Indore, Madhya Pradesh 452002",,school,,,,,
La Sagesse School,"PV62+38X, 54, Lal Bagh Rd, Rajaswargram, Jairampur Colony, Chhatribagh, Indore, Madhya Pradesh 452007",,school,,,,,
Shree Kamla Nehru School,"Raj Talkies Complex, 23, Chhawni Rd, Sanyogitaganj, Murai Mohalla, Indore, Madhya Pradesh 452001",,school,,,,,
Shri Ram Centennial School,"Sanwer Rd, Indore, Gram Baroli, Madhya Pradesh 453111",,school,,,,,
I.K.S.H.International School Indore,"2, Old Palasia Rd, New Palasia, Indore, Madhya Pradesh 452018",,school,,,,,
Hansdas Higher Secondary School,"PR8W+VG5, Yashwant Ganj, North Rajmohalla, Maharaja Tukoji Rao Holker Cloth Market, Indore, Madhya Pradesh 452002",,school,,,,,
Saint Jyoti convent H.S.school indore (M.P),"1223, Nandan Nagar, Chandan Nagar, Indore, Madhya Pradesh 452002",,school,,,,,
Little Lotus School indore,"Nandlalpura, Indore, Madhya Pradesh 452007",,school,,,,,
Government Sindhi Higher Secondary School,"PV68+43X, Navlakha Rd, Hatipala, North Hathipala, Gadi Adda, Indore, Madhya Pradesh 452007",,school,,,,,
The Lions International School,"AH 37-38, Bapat Square, near Barot Hospital, Pandit Dindayal Upadhyay Nagar, Pandit Din Dayal Upadhyay Nagar, Sukhliya, Indore, Madhya Pradesh 452010",,school,,,,,
J.V.M.Higher Secondary School,"23/2, Rd Number 2, Nanda Nagar, Indore, Madhya Pradesh 452011",,school,,,,,
Madni International School,"29, Ahilya Paltan, Iqbal Colony, Indore, Madhya Pradesh 452006",,school,,,,,
Chameli Devi Public School 2,"3rd Floor, Yeshwant Plaza, Regal Cir, near SP Office, Flim Colony, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",,school,,,,,
REGAL CAMBRIDGE ACADEMY SCHOOL,"155/4, Sundar Nagar, Sanwer Rd, Banganga, Indore, Madhya Pradesh 452015",,school,,,,,
KIRAN PUBLIC H.S. SCHOOL,"34, Nanda Nagar, Vrindavan Colony, Indore, Madhya Pradesh 452015",,school,,,,,
